taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
1060,-15917.51516320,0.00005710,19.566279,20.317193,19.069094,89.886383,90.101204,89.849960,7580.519683,6.625333,22.97853,21.36840,21.45862,21.93518333333333,3.97123,3.97501,3.97357,3.97327,135.99475,60.80685,135.51733,197.9416,92.4631,67.8368,0,-40.01103329000001,21.423525540625,4.9421375209075e-147,4.941872297667622e-147
1061,-15919.59736514,0.00000021,19.506020,20.254233,19.216905,90.042025,89.762337,90.240031,7592.070991,6.615253,21.67089,21.24569,20.86770,21.261426666666665,3.92937,3.94113,3.93138,3.9339600000000003,144.77267,62.67410,157.28302,219.7518,97.5059,66.5045,-29.45521025000001,-40.00830995000002,0,4.713764430247313e-112,4.713511462807834e-112
1062,-15919.79959390,0.00000027,19.541569,20.250403,19.130547,90.127848,90.125324,89.424615,7570.010486,6.634531,21.35086,23.03951,21.90722,22.099196666666668,3.95647,3.96975,3.96604,3.9640866666666668,146.78392,65.03977,167.44005,230.6065,100.1293,68.4414,-29.43669759999999,-40.03239227999998,21.418626140625,1.1766885258204638e-108,1.1766253780141095e-108
1063,-15915.78417857,0.00000014,19.564777,20.259881,19.147384,90.205715,89.828893,90.034556,7589.557155,6.617444,21.84537,21.10880,22.58439,21.846186666666664,3.92538,3.94003,3.95617,3.940526666666667,145.11044,62.34931,160.47170,228.6772,102.9739,68.5194,0,-39.95300126000001,0,4.117682922888752e-176,4.1174619445770435e-176
1064,-15916.79437788,0.00000032,19.547579,20.277141,19.119479,90.147644,89.760080,90.018217,7578.277398,6.627294,22.08005,20.87068,21.35095,21.433893333333334,3.93688,3.98244,3.96383,3.96105,148.12970,63.51203,162.62351,229.9579,103.6058,70.7464,-29.4425410375,-39.95300126000001,21.437129318750003,3.848171207726168e-159,3.847964692947693e-159
1065,-15914.75952560,0.00000022,19.546889,20.306656,19.132428,89.859571,89.886915,89.947636,7594.231176,6.613371,23.15334,21.03530,22.48934,22.22599333333333,3.96215,3.94814,3.93317,3.94782,140.50199,63.56799,159.48304,225.7243,97.8119,68.0606,-29.46010793749999,-39.991180919999984,21.39782555000001,2.519072201748492e-193,2.518937013990562e-193
1066,-15919.88998886,0.00002138,19.572731,20.190947,19.156269,90.035154,89.875538,90.129240,7570.365309,6.634220,21.26381,24.23211,23.40694,22.96762,3.99554,3.93468,3.96886,3.96636,145.75562,62.28027,162.35144,234.0249,103.9833,62.8608,0,-39.98852463000001,21.410525081250015,3.8835599184594745e-107,3.883351504521279e-107
1067,-15916.54046930,0.00000024,19.475229,20.284396,19.159409,89.839287,90.050733,90.125892,7568.744424,6.635641,21.63447,21.22909,20.47756,21.11370666666667,3.95493,3.96017,3.97331,3.9628033333333335,144.60515,64.63047,162.69874,222.9943,99.4458,69.6811,0,-39.963804849999995,21.395959240624993,2.0882283011790947e-163,2.0881162349580917e-163
1068,-15918.54677820,0.00004759,19.553940,20.289721,19.145300,90.037268,90.071547,89.918336,7595.767548,6.612034,21.07052,21.90393,20.89901,21.29115333333333,3.96123,3.91447,3.95430,3.9433333333333334,145.12806,64.43724,165.89924,230.7275,100.8938,65.9338,0,-39.99864957000002,0,1.0575089904042085e-129,1.0574522384503325e-129
1069,-15915.17372941,0.00006369,19.566465,20.216654,19.189489,90.339848,89.935579,89.994106,7590.618033,6.616519,21.88558,21.77727,20.09214,21.251663333333337,3.93934,3.96686,3.94799,3.9513966666666662,144.21263,63.10243,157.63054,223.5421,102.8416,67.7659,-29.43669759999999,0,21.424180768750002,2.288539267063362e-186,2.28841645101536e-186
107,-15917.33532548,0.00000002,19.538642,20.299546,19.136983,89.943518,90.174877,90.095883,7590.167059,6.616912,21.15964,20.15464,21.20969,20.84132333333333,3.92936,3.90935,3.95918,3.9326299999999996,147.90190,65.09384,172.17419,240.1903,104.2914,66.8694,-29.467689737500002,-40.013570490000006,0,4.7073240809575157e-150,4.7070714591438513e-150
1070,-15916.85287961,0.00000141,19.514941,20.321097,19.125517,90.107962,89.991789,89.555243,7584.268611,6.622059,23.93764,21.35334,20.53673,21.94257,3.93688,3.94294,3.95537,3.9450633333333336,145.66396,64.89560,162.68796,225.4445,99.1398,67.0970,-29.48519183749999,0,21.445857956250002,3.6986240960617994e-158,3.698425606832857e-158
1071,-15923.20685095,0.00011060,19.503763,20.405844,19.072460,90.053157,90.169694,89.809950,7590.584335,6.616549,21.26780,20.67756,20.38913,20.778163333333335,3.96530,3.93822,3.95892,3.9541466666666665,144.70896,63.80738,155.02978,219.2616,95.8596,70.8987,0,-40.00565153999999,21.430259334375002,2.0420233006057472e-51,2.041913714008166e-51
1072,-15920.67449047,0.00000012,19.579731,20.224188,19.170635,90.120935,89.977914,89.905541,7591.239782,6.615977,21.57730,21.92237,21.72483,21.741500000000002,3.91537,3.91582,3.97219,3.9344599999999996,143.43685,62.88564,163.43852,226.9514,98.3731,65.8098,0,-40.04306828,21.442207334374988,5.865121478014798e-94,5.864806722200314e-94
1073,-15915.30294875,0.00000237,19.510300,20.241016,19.219375,90.416887,90.174271,89.745188,7589.580316,6.617424,22.49671,20.44786,20.45039,21.131653333333333,3.91174,3.90173,3.89174,3.901736666666667,143.06795,62.87009,155.23178,214.7511,97.6839,69.7542,-29.46160253749998,-40.00869755,21.453156146874996,3.3911557608878724e-184,3.390973772160519e-184
1074,-15916.17701476,0.00000078,19.535889,20.284978,19.138136,90.189855,90.190184,89.860897,7584.052417,6.622247,21.17543,20.16688,20.98117,20.774493333333332,3.94525,3.89175,3.91687,3.9179566666666665,146.81630,64.05946,156.95942,224.0245,101.1697,68.8705,0,0,21.43408967812501,1.6368558586150662e-169,1.6367680156094436e-169
1075,-15920.74835425,0.00000000,19.531823,20.234187,19.161959,90.131313,89.912691,89.929495,7572.973969,6.631935,21.92464,22.24345,21.96792,22.045336666666667,4.01080,4.03455,4.01885,4.0214,147.95509,64.21183,165.35316,231.5049,104.8508,67.9366,0,-40.02159442,0,1.0212543091493866e-92,1.0211995028281407e-92
1076,-15916.51631111,0.00001948,19.576702,20.257385,19.144693,90.032942,90.036805,89.862013,7592.239499,6.615106,20.90156,21.69444,21.84581,21.480603333333335,3.94175,3.91897,3.92631,3.92901,144.91613,63.74600,159.29440,224.0921,99.3819,68.3086,-29.44786463750001,-40.027814590000006,21.412155600000006,8.202349064441701e-164,8.201908879686768e-164
1077,-15921.53623867,0.00009334,19.485177,20.302863,19.167182,90.082272,90.111119,89.807941,7582.566199,6.623545,23.99273,22.63529,21.92067,22.849563333333336,3.99471,3.92741,3.95795,3.9600233333333335,144.78633,64.83544,165.66879,231.1336,97.7890,69.5208,0,-40.04731185,21.450911737499997,1.7579625147226128e-79,1.757868172444243e-79
1078,-15921.15076662,0.00000009,19.508421,20.300315,19.182390,89.962152,90.240789,89.717438,7596.584941,6.611322,20.46927,19.74217,21.03834,20.416593333333335,3.93105,3.93148,3.90482,3.92245,147.87701,66.52470,169.92574,236.3455,105.7116,71.8160,-29.44671421249999,-40.00565153999999,0,5.879822035481025e-86,5.879506490750924e-86
108,-15915.96682847,0.00002906,19.542071,20.269803,19.140761,90.065469,89.993480,90.150740,7581.890820,6.624135,22.84432,21.41812,22.21400,22.15881333333333,3.94072,3.96110,3.92407,3.9419633333333333,143.51220,60.77725,151.70683,218.9356,102.0226,67.0238,-29.55142372499999,-39.963804849999995,0,4.8198794159459476e-173,4.819620753772118e-173
1080,-15921.21768671,0.00000010,19.466705,20.301720,19.139535,89.931905,89.866216,89.925695,7564.057424,6.639753,22.18448,23.43909,22.34054,22.654703333333334,4.00201,3.94827,3.96355,3.971276666666667,147.25315,63.95408,166.17655,235.1640,104.5688,69.2145,0,0,21.414067196875,7.826583337656712e-85,7.826163318630286e-85
1081,-15916.71712044,0.00000014,19.514153,20.298380,19.109172,90.000172,90.296059,89.972086,7569.149759,6.635286,20.91839,21.32617,21.96031,21.401623333333333,3.97454,3.97422,3.96691,3.97189,147.64989,63.17796,162.00098,231.1505,105.8390,68.9576,0,-39.98022811,0,1.9381461222783814e-160,1.9380421103216653e-160
1082,-15916.53801130,0.00002271,19.518630,20.272962,19.157089,89.893602,89.873509,90.013332,7580.436940,6.625406,22.05293,20.89397,21.15767,21.36819,3.94972,3.93614,3.96668,3.950846666666667,145.41553,63.91363,162.72786,227.3416,99.5362,67.2343,-29.531562224999988,-39.992726000000005,21.404603703125012,1.898826983693363e-163,1.8987250818255067e-163
1083,-15919.44759553,0.00000001,19.571882,20.262278,19.127069,90.211124,90.224286,90.044469,7585.127279,6.621309,21.54183,21.08833,21.44359,21.357916666666668,3.97013,3.97705,3.95676,3.9679800000000003,146.34346,64.04970,160.28562,226.3531,101.8951,72.0539,-29.45521025000001,-40.00830995000002,21.437430159375005,1.4366440016722706e-114,1.436566903174897e-114
1084,-15920.27805186,0.00002802,19.523425,20.219955,19.185357,89.826182,90.063613,90.149240,7573.599650,6.631387,21.44297,22.09859,21.67510,21.73888666666667,3.95425,3.96378,3.99870,3.972243333333333,148.81375,64.96699,168.45288,234.4189,102.6374,67.8804,-29.432192699999995,-40.01107063,0,1.2835165804561585e-100,1.283447699648114e-100
1085,-15919.06885076,0.00000022,19.464597,20.381720,19.111014,90.181633,90.212373,89.708513,7581.571008,6.624415,22.60771,22.57910,22.65655,22.614453333333334,3.96062,3.98789,3.94692,3.9651433333333337,143.47627,63.99352,169.41155,230.7128,97.9123,69.6957,-29.50153231249999,-39.98043524000001,0,6.23328615951017e-121,6.23295164588255e-121
1086,-15923.64955428,0.00040107,19.489093,20.385596,19.075154,89.891708,90.205048,89.865487,7578.413982,6.627174,20.67100,20.61598,20.98314,20.756706666666666,3.94472,4.00311,3.98346,3.9770966666666667,147.46149,65.40849,169.86089,235.5877,99.2719,70.7714,-29.459246487499996,-40.019646140000006,0,5.586622296746324e-44,5.586322486783681e-44
1087,-15920.47266281,0.00004018,19.501664,20.303122,19.141205,90.206923,89.741947,89.985269,7578.731230,6.626897,21.58111,22.14254,21.09814,21.607263333333332,3.98339,3.95140,3.97817,3.9709866666666667,147.64501,63.72233,163.09096,229.8244,103.1191,71.0142,-29.50153231249999,0,0,2.386280824513729e-97,2.3861527630972146e-97
1088,-15921.24586369,0.00000002,19.527752,20.306185,19.148170,90.040650,89.778999,90.075640,7592.838567,6.614584,21.17159,21.07953,20.73953,20.996883333333333,3.96102,3.95533,3.94442,3.9535899999999997,146.11445,65.00542,165.19408,231.7851,99.8415,67.1255,-29.477957137500017,-39.963804849999995,21.395959240624993,2.3276873393481245e-84,2.327562422391655e-84
1089,-15921.08593894,0.00000004,19.521215,20.292627,19.105635,90.015919,89.779168,89.862764,7568.365496,6.635973,22.07550,21.06004,20.86783,21.334456666666668,3.99374,4.00423,3.98355,3.99384,147.31347,63.54692,149.05103,215.2432,101.3195,68.2016,-29.4685904125,0,0,4.789686516636509e-87,4.789429474785574e-87
109,-15918.04483240,0.00000049,19.532774,20.234406,19.180333,89.910586,89.937810,89.845264,7580.679619,6.625194,20.26974,21.44456,21.61214,21.10881333333333,3.92237,3.94335,3.93347,3.933063333333333,147.04068,64.34264,167.25319,234.8226,101.2260,70.1706,0,0,21.418153228125007,3.908100811385888e-138,3.907891080443642e-138
1090,-15919.79707861,0.00001089,19.540972,20.320145,19.104057,89.932427,90.181784,89.953330,7585.704632,6.620805,20.62917,21.33778,21.67022,21.21239,3.96828,3.95520,3.95428,3.959253333333333,147.09757,65.12742,168.82764,234.6648,100.4410,67.8537,-29.471663637499994,-40.015960539999995,0,1.067594939014018e-108,1.0675376457907101e-108
1091,-15919.12315582,0.00000090,19.590132,20.269576,19.095128,90.145493,89.653645,90.470120,7581.945847,6.624087,20.89351,21.49871,21.16373,21.185316666666665,3.94234,3.95421,3.95939,3.9519800000000003,143.95046,64.04132,159.82269,224.2018,101.9345,69.5211,0,-39.98043524000001,21.441686303124996,5.093331237978434e-120,5.093057900822801e-120
1092,-15919.29006561,0.00000012,19.470264,20.277302,19.171664,90.033191,89.776526,90.088653,7568.990350,6.635425,21.57271,22.00431,22.35059,21.97587,3.99911,3.98723,3.97617,3.987503333333333,146.41409,63.30801,167.53264,234.2790,103.4728,69.6505,-29.44044983749999,0,21.408746443749997,3.243119732944949e-117,3.2429456886737716e-117
1093,-15917.42218183,0.00000009,19.492419,20.330161,19.124818,90.140173,89.925789,89.598136,7578.644105,6.626973,21.30098,21.61283,21.79231,21.568706666666667,3.94111,3.96016,3.95674,3.95267,147.56159,64.84378,168.90480,235.1909,100.6404,70.4743,0,0,21.418153228125007,1.3548666687265727e-148,1.3547939588665246e-148
1094,-15919.50882760,0.00000020,19.506680,20.305103,19.155587,90.154698,90.139701,89.829235,7587.159350,6.619535,21.83554,21.61772,24.27186,22.57504,3.98538,3.96444,3.97383,3.9745500000000002,144.24470,63.53932,166.72240,228.3917,95.9145,69.4003,-29.497920987500002,-40.01103329000001,0,1.5346264034193574e-113,1.5345440466283948e-113
1095,-15918.34918098,0.00000021,19.517044,20.303030,19.106455,89.762905,89.813024,90.221382,7570.868698,6.633779,21.50633,22.78152,20.71334,21.66706333333333,3.96993,3.92839,4.00633,3.9682166666666667,146.86945,64.46988,164.94233,239.6714,107.7099,66.9456,0,-40.04731185,0,5.06753634379851e-133,5.0672643909437744e-133
1096,-15918.46314388,0.00000021,19.496397,20.304126,19.164062,90.067707,89.956156,89.681012,7586.108893,6.620452,21.15995,21.67817,22.63698,21.825033333333334,3.91158,3.89641,3.91117,3.9063866666666667,139.46263,64.29085,168.09041,236.2808,98.9404,69.3431,-29.44671421249999,-40.00565153999999,0,4.161877853105253e-131,4.1616545030419434e-131
1097,-15919.09127218,0.00001484,19.507396,20.281332,19.148703,90.241236,90.019905,89.868099,7575.827929,6.629437,22.39226,20.98397,21.09534,21.490523333333332,3.93342,3.96443,3.90913,3.93566,144.26434,64.94523,171.84980,233.5663,99.2970,67.3043,-29.523416575000006,-40.006912529999994,0,1.4838170020155944e-120,1.4837373719464196e-120
1098,-15916.16198989,0.00000038,19.533075,20.272814,19.130111,89.830898,89.762417,89.929303,7575.236480,6.629954,21.73039,21.34485,20.64555,21.240263333333335,3.96681,3.97999,3.93669,3.9611633333333334,148.82411,63.86868,165.22890,233.9798,107.1692,67.3589,-29.523416575000006,-40.006912529999994,21.415015059375015,9.153848708648436e-170,9.153357461004761e-170
1099,-15916.16122864,0.00000027,19.610591,20.285871,19.058062,89.975609,90.101552,90.048998,7581.622975,6.624369,21.82101,22.72134,21.81912,22.12049,3.95953,3.96040,3.99512,3.9716833333333335,145.62054,64.09596,162.57167,229.0194,101.7920,66.3097,0,-40.01103329000001,21.423525540625,8.888230181094148e-170,8.887753188053092e-170
11,-15916.90795162,0.00000003,19.549300,20.355692,19.064025,90.017863,89.897420,90.072923,7586.310594,6.620276,20.17132,21.15896,22.30683,21.212370000000004,3.92870,3.93588,3.96783,3.9441366666666666,146.60552,63.78454,169.13821,238.5789,100.1185,67.8497,-29.485324112500003,-39.99700965,21.420250334374995,3.113215925870627e-157,3.113048852977408e-157
110,-15919.25987055,0.00000001,19.570691,20.290194,19.119627,89.920282,89.672074,89.939172,7592.136578,6.615196,21.72808,21.58313,20.52039,21.2772,3.99952,3.95910,3.98100,3.9798733333333334,149.08177,64.74032,165.38751,237.5592,104.4972,69.1404,0,-40.04973293,21.395311125000013,1.0085752357665666e-117,1.0085211098765929e-117
1100,-15916.23494884,0.00002369,19.425043,20.363880,19.183146,89.798065,90.419596,89.865244,7587.990254,6.618811,22.25853,23.64753,20.90499,22.270349999999997,3.92870,3.93572,3.90504,3.9231533333333335,138.18042,63.30877,157.20933,214.7574,95.5676,67.3489,-29.4685904125,-40.00945347999999,0,1.5390762827363743e-168,1.53899368713955e-168
1101,-15916.91448676,0.00000029,19.519407,20.358820,19.090210,90.012911,90.224141,90.025725,7586.239526,6.620338,21.59139,22.39770,20.86263,21.61724,3.97330,3.94742,3.95133,3.95735,143.88795,62.67270,158.76826,228.8916,102.8556,68.1405,-29.4685904125,-40.00945347999999,21.427132399999998,4.008618842044078e-157,4.0084037167319585e-157
1102,-15916.79290933,0.00000024,19.638444,20.274156,19.107999,90.251395,90.057165,90.057382,7607.823748,6.601555,20.01088,21.47153,21.53011,21.004173333333334,3.87504,3.91108,3.90013,3.895416666666667,140.40878,63.48067,159.28170,222.0344,97.5590,68.6156,-29.523416575000006,-40.006912529999994,21.415015059375015,3.6356647685958716e-159,3.6354696581229316e-159
1103,-15921.58583682,0.00000101,19.571189,20.253766,19.118490,89.943341,90.179908,90.244588,7578.273754,6.627297,22.08032,21.48093,21.96766,21.842969999999998,3.98432,3.97379,4.01381,3.9906400000000004,147.84052,64.74810,157.36682,226.1236,105.1425,70.5182,-29.49733539999999,0,21.418153228125007,1.1973520396374707e-78,1.1972877829093071e-78
1104,-15916.10655505,0.00000013,19.555737,20.267384,19.105043,90.060665,89.929294,89.811285,7572.111113,6.632691,20.51673,21.22254,21.06282,20.934029999999996,3.95720,3.97804,3.92964,3.95496,148.88062,64.49740,170.35620,239.1163,103.4764,68.3474,-29.459539325,0,21.450276034375,1.0723570364544734e-170,1.0722994876699015e-170
1105,-15922.21096465,0.00000036,19.473792,20.273394,19.205082,90.011846,90.208867,89.956437,7582.111163,6.623943,21.11831,21.11662,21.10219,21.112373333333334,3.96957,3.95976,3.98506,3.971463333333334,146.21720,63.83899,166.55059,234.0714,101.8390,66.8894,0,-39.99864957000002,0,3.8010816084490205e-68,3.800877620766571e-68
1106,-15918.25819215,0.00000025,19.556315,20.245849,19.113097,90.244812,89.711964,90.074340,7567.358105,6.636857,21.13623,21.87044,20.72213,21.242933333333333,3.94741,3.94974,3.94966,3.9489366666666665,148.78389,64.56403,161.38199,229.1484,103.4485,69.3193,-29.4812607125,-39.989904060000015,0,1.5005546037877098e-134,1.50047407548352e-134
1107,-15916.81420333,0.00000004,19.521190,20.302001,19.162936,89.971341,90.197416,89.808712,7594.551205,6.613093,20.48205,20.62509,20.33292,20.48002,3.88915,3.87932,3.88407,3.88418,147.22764,65.35758,169.09850,233.8134,100.9051,67.8470,-29.432192699999995,-40.013570490000006,0,8.285281856620333e-159,8.284837221219553e-159
1108,-15922.19413823,0.00002363,19.550092,20.272069,19.119597,90.274063,89.889197,89.992170,7577.393115,6.628067,21.30839,21.64400,22.60414,21.852176666666665,3.99117,3.96426,4.00329,3.98624,148.70462,66.08721,171.69420,238.9208,104.3616,71.3166,-29.477395387500003,0,21.42801775625,1.982603091621145e-68,1.982496693850316e-68
1109,-15917.02195070,0.00000051,19.453956,20.332034,19.139150,89.914387,89.797366,90.433944,7569.997168,6.634543,21.15368,20.77557,21.16259,21.03061333333333,3.93839,3.92685,3.92243,3.9292233333333333,145.51967,63.89723,167.68286,235.9488,101.0719,68.8714,-29.408369500000003,-40.04731185,0,2.5604099047211245e-155,2.5602724985466758e-155
111,-15919.24000927,0.00006579,19.565294,20.275553,19.117361,90.432545,90.162129,90.055924,7583.552742,6.622684,21.68367,21.71643,22.01456,21.804886666666665,3.98529,3.99458,3.94464,3.9748366666666666,149.51398,65.25205,165.42348,236.3857,106.1866,68.2952,-29.4735500625,-40.00238627999999,21.415061331249994,4.67792744419774e-118,4.677676399974988e-118
1110,-15922.36822360,0.00000017,19.515300,20.338120,19.141302,89.782179,89.948305,89.968149,7597.210209,6.610778,21.16769,20.13225,20.28472,20.52822,3.93869,3.95285,3.93711,3.942883333333333,144.81666,66.22940,166.04397,228.2485,98.7149,71.0480,-29.471663637499994,0,0,1.6662542857424254e-65,1.666164865049809e-65
1111,-15916.71046033,0.00004638,19.526957,20.245927,19.162239,89.905191,90.225983,89.939597,7575.551833,6.629678,20.41222,21.63925,20.54658,20.866016666666667,3.92980,3.91542,3.92829,3.9245033333333335,148.51241,64.16851,163.56925,229.3300,103.8858,69.9356,0,-39.984266340000005,0,1.4979647475456673e-160,1.4978843582279103e-160
1112,-15917.84445971,0.00000334,19.608378,20.254114,19.115737,90.130687,90.159809,89.716972,7591.679365,6.615594,20.89793,20.23156,21.24012,20.789870000000004,3.95867,3.91195,3.93451,3.9350433333333332,144.99451,63.39338,162.20372,227.2132,101.5962,70.0703,-29.41710462499999,-40.00073537,21.430036637499988,1.682103513800555e-141,1.6820132425481154e-141
1113,-15918.85423106,0.00004249,19.495204,20.363076,19.090815,89.787817,90.126834,89.599518,7578.459684,6.627134,22.21366,21.86489,21.61548,21.89801,3.98230,3.94237,3.98684,3.9705033333333333,148.88663,64.17045,172.31371,242.7923,103.3897,71.7317,-29.485909925000005,-40.01046419000002,21.413662568749995,1.546196874518398e-124,1.546113896790074e-124
1114,-15919.26266914,0.00000000,19.501905,20.299384,19.105652,89.908179,89.904599,90.112439,7563.446898,6.640289,21.73078,23.17926,21.77803,22.229356666666664,3.95421,3.96141,3.96148,3.9590333333333327,142.86418,61.92146,152.21701,219.7567,100.0491,68.8932,-29.46160253749998,-39.98913894999999,0,1.1238867293961068e-117,1.123826415234802e-117
1115,-15920.60847770,0.00000098,19.596940,20.265293,19.115323,90.165208,90.095145,90.107517,7591.360597,6.615872,21.66015,20.58918,21.74057,21.329966666666667,3.96024,3.97902,3.96609,3.9684500000000003,146.79945,65.23250,162.99970,226.2229,102.5747,71.3688,-29.531562224999988,0,21.404603703125012,4.563639014691072e-95,4.5633941038362055e-95
1116,-15921.47856697,0.00000028,19.475475,20.338570,19.138281,89.821005,90.026557,89.777372,7580.641276,6.625227,21.61308,21.57591,20.60425,21.264413333333334,3.96493,3.95324,3.95060,3.9562566666666665,144.70393,63.97481,159.40165,226.7815,100.0555,68.2151,-29.4812607125,-39.989904060000015,21.419908106250023,1.8887204895677168e-80,1.8886191300718814e-80
1117,-15919.70518571,0.00000019,19.503559,20.263295,19.138104,89.933035,89.917730,89.722700,7563.399356,6.640330,21.48755,20.89378,22.78682,21.722716666666667,3.96135,3.94677,3.97086,3.95966,145.39746,64.78258,169.25806,236.1073,103.0286,69.7573,-29.41710462499999,-40.04843979000001,0,3.0526269236308177e-110,3.052463102288453e-110
1118,-15912.88515972,0.00003748,19.490550,20.280501,19.196036,90.270238,89.990370,89.913946,7587.679907,6.619081,20.40172,20.57377,20.65280,20.542763333333333,3.89234,3.89904,3.93416,3.9085133333333335,147.51411,64.75189,167.73536,236.8171,103.3976,72.3579,-29.4525454,0,21.430574353125,8.189920842375752e-225,8.189481324589982e-225
